小韻號	對應廣韻小韻號	代表字	全部字	反切	韻目
2522	2677	㝈	㝈	山患	諫
2523	2678	篡	篡	楚患	諫
2524	2679	薍	薍	五患	諫
2525	2681	襻	襻	普患	諫
2526	2680	䗃	䗃棧𧮺輚轏虥	士諫	諫
2527	2671	柵	柵	所晏	諫
2528	2682	奻	奻	女患	諫
2529	2683	鏟	鏟䴼羼	初鴈	諫
2530	2672	娨	娨	下鴈	諫
2531	2685	襇	襉𤜵閒	古莧	襇
2532	2686	莧	莧藖	侯辦	襇
2533	2687	辦	辧瓣	薄莧	襇
2534	2688	盼	盼𥌊	匹莧	襇
2535	2689	幻	幻	胡辨	襇
2537	2690	蔄	蔄	莫莧	襇
2538	2691	袒	袒	丈莧	襇
2539	2693	鱞	鰥丱	古盼	襇
2540	2694	霰	霰先㪇𢊰汛	蘇見	霰
2541	2695	蒨	蒨茜輤綪棈𢂺𧚫倩谸䍎	倉見	霰
2542	2696	絢	絢㧦夐讂	許縣	霰
2543	2697	縣	縣袨眩炫衒姰𩑹贙眴迿𩢺	黃練	霰
2544	2698	睊	睊讂瓹罥𦌾懁𦁆䡓䣺獧㢾	古縣	霰
2545	2699	電	電𪽌甸殿奠澱淀鈿佃寘	堂見	霰
2546	2700	瑱	瑱滇	他見	霰
2547	2701	練	練鍊浰揀楝㼑堜萰𣿊𣞰𤗛	落見	霰
2548	2702	見	見鋻	古電	霰
2549	2703	晛	晛㜣	奴見	霰
2550	2704	俔	俔晵	苦見	霰
2551	2705	現	現涀𨘇	戶見	霰
2552	2706	硯	硯𤜵趼	五見	霰
2553	2707	宴	宴讌驠燕嬿𥉛咽溎㬫	烏見	霰
2554	2708	薦	廌薦𧲛	作見	霰
2555	2756	遍	遍徧頨	博見	霰
2556	2709	麪	麪瞑眄㴐衊𡧍	莫見	霰
2557	2710	片	片䏒	普見	霰
2558	2711	荐	荐袸	在見	霰
2559	2712	䬼	䬼	烏縣	霰
2560	2714	𩎌	𩎌	呼見	霰
2561	2713	殿	殿唸	都見	霰
2562	2704	䵖	䵖	口見	霰
2563	2715	線	線	私箭	線
2564	2716	戰	戰顫	之膳	線
2565	2717	繕	繕鄯擅禪膳僐𤮜單	視戰	線
2566	2718	彥	彦喭甗諺	魚變	線
2567	2719	譴	譴俔晵	去戰	線
2568	2720	絹	絹狷鄄	吉掾	線
2569	2721	瑗	瑗媛援𨺋褑	王眷	線
2570	2722	面	面偭	彌戰	線
2571	2723	釧	釧	尺絹	線
2572	2724	掾	掾縁抁䬇	以絹	線
2573	2725	𩥇	𩥇襢	陟彥	線
2574	2726	𤲬	𤲬	人絹	線
2575	2727	箭	箭鬋葥濺籛榗煎	子賤	線
2576	2728	硟	硟	尺戰	線
2577	2729	扇	扇煽傓𧎥	式戰	線
2578	2730	躽	躽	於扇	線
2579	2731	眷	眷睠捲卷桊餋帣勬𧯦䖭	居倦	線
2580	2732	倦	倦𣜨僎𢍏䉵襈	渠卷	線
2581	2733	戀	戀㜻	力卷	線
2582	2734	猭	猭	丑戀	線
2583	2735	變	變	彼眷	線
2584	2736	𨏉	𨏉孿	所眷	線
2585	2737	縓	縓脠	七選	線
2586	2738	卞	卞拚弁汴閞匥㺕昪㝸	皮變	線
2587	2739	㳬	㳬鏇縼嫙	辝選	線
2588	2740	選	選𤂳𤂿䍻𦇗𦌻	息絹	線
2589	2741	饌	饌襈	士變	線
2590	2743	傳	傳	直戀	線
2591	2744	賤	賤餞	在線	線
2592	2745	羨	羨	似面	線
2593	2747	𢮨	𢮨	竪釧	線
2594	2746	騗	騗	匹扇	線
2595	2748	輾	輾	女箭	線
2596	2749	囀	囀傳	知戀	線
2597	2754	𥛁	䄐絭䠣	丘弁	線
2598	2750	衍	衍濥縯䢭𠻤	餘見	線
2599	2751	便	便	婢面	線
2600	2755	剸	剸	之囀	線
2601	2757	䐹	䐹	蘇弔	嘯
2602	2757	嘯	嘯	蘇弔	嘯
2603	2758	糶	糶眺趒覜咷窱鋽絩	他弔	嘯
2604	2759	弔	弔伄瘹釣窵	多䐹	嘯
2605	2760	叫	叫譥徼𢅎激	古弔	嘯
2606	2761	尿	尿	奴弔	嘯
2607	2762	藋	藋銚掉𥁮	徒弔	嘯
2608	2763	竅	竅𢶡	苦弔	嘯
2609	2764	𩕐	𩕐尥嫽料嘹鐐	力弔	嘯
2610	2765	顤	顤獟澆𪖐𠹑	五弔	嘯
2611	2766	𥦒	𡧮窈	於弔	嘯
2612	2767b	娎	娎	呼叫	嘯
2613	2768	笑	𥬇肖韒	私妙	笑
2614	2769	照	照詔𨹸	之笑	笑
2615	2770	曜	曜鷂搖覞𨙃𥌉𧭆趡筄䔄㞁	弋笑	笑
2616	2771	要	要約	於笑	笑
2617	2772	召	召	直笑	笑
2618	2773	邵	邵劭𠣫召	寔曜	笑
2619	2774	嶠	嶠轎	渠庿	笑
2620	2775	剽	剽彯㬓漂僄慓䏇	匹笑	笑
2621	2776	噍	噍誚劁譙趡	才笑	笑
2622	2777	妙	妙	彌照	笑
2623	2778	峭	峭篍	七笑	笑
2624	2779	燎	燎尞鐐㙩療爒熮翏	力照	笑
2625	2780	趬	趬𠿕	丘召	笑
2626	2781	𧇠	𧇠	牛召	笑
2627	2782	醮	醮釂皭潐𥟁僬䂃	子肖	笑
2628	2783	廟	廟	眉召	笑
2629	2784	驃	驃	毗召	笑
2630	2785	少	少燒	失召	笑
2631	2786	脁	祧	丑召	笑
2632	2787	裱	裱	方庿	笑
2633	2788	翹	翹	渠要	笑
2634	2789	饒	饒	人要	笑
2637	2790	效	效校斆𣱓	胡教	效
2638	2791	教	教窖挍鉸酵覺	古孝	效
2639	2792	孝	孝哮涍嗃詨𡦲	呼教	效
2640	2793	罩	罩鵫	丁教	效
2641	2794	豹	豹爆	博教	效
2642	2795	敲	敲巧墽	苦教	效
2643	2796	貌	貌䡚𢚋𢅉緢	莫教	效
2644	2797	奅	奅炮窌拋	匹皃	效
2645	2798	趠	趠踔	褚教	效
2646	2799	稍	稍潲揱𨛍𦓴	所教	效
2647	2800	棹	棹	直教	效
2648	2801	橈	撓淖𠆴	奴効	效
2649	2802	抓	抓癄笊	側教	效
2650	2803	靤	靤鞄鉋皰	防孝	效
2651	2804	抄	抄觘罺	初教	效
2652	2807	巢	巢	仕稍	效
2653	2806	樂	樂	五教	效
2654	2805	拗	拗箹靿	乙罩	效
2655	2808	号	号𤩭號𧬁	胡到	号
2656	2809	導	導翿悼蹈盜纛燾䆃𠺛䊭𨱵䌦	徒到	号
2657	2810	到	到禱	都導	号
2658	2811	誥	誥郜縞告烄	古到	号
2659	2812	傲	傲𩓁鏊驁奡	五到	号
2660	2813	帽	帽𦒷芼眊瑁冒𥈆覒㲝䋃媢	莫報	号
2661	2814	嫪	嫪潦勞髝𣟽癆	盧到	号
2662	2815	操	操造慥鄵	七到	号
2663	2816	暴	暴瀑菢袌𤔣	薄報	号
2664	2817	報	報	博秏	号
2665	2818	漕	漕	在到	号
2666	2819	奥	奥䐿懊𩟇隩燠墺䜒𨱩𩼈	烏到	号
2667	2820	喿	喿譟瘙𩫦埽	蘇到	号
2668	2821	𩝝	𩝝靠䯪	苦到	号
2669	2822	竈	竈躁趮	則到	号
2670	2823	秏	秏好	呼到	号
2672	2824	腦	腦臑𩬱	奴到	号
2673	2825	箇	箇	古賀	箇
2674	2826	賀	賀袔	何箇	箇
2675	2827	佐	佐左𠡃㝾袏	作箇	箇
2676	2828	跢	跢癉哆痑	丁佐	箇
2677	2829	邏	邏𧟌	盧箇	箇
2678	2830	坷	坷軻㪃	口佐	箇
2679	2831	餓	餓	五箇	箇
2680	2842	播	播簸譒	補箇	箇
2681	2850	貨	貨	呼臥	箇
2682	2848	臥	卧	吳貨	箇
2683	2833	奈	奈	奴箇	箇
2684	2839	挫	挫夎侳	則臥	箇
2685	2844	磨	磨塺摩	莫箇	箇
2686	2843	剉	剉銼莝	麁臥	箇
2687	2845	愞	愞堧稬𤲬	乃臥	箇
2688	2838	和	和俰盉	胡臥	箇
2689	2841	唾	唾毻蛻𧝍	託臥	箇
2690	2837	過	過划𧒖	古臥	箇
2691	2846	破	破頗	普臥	箇
2692	2858	涴	浣汙堁踒	烏臥	箇
2693	2851	惰	惰𧝍	徒臥	箇
2694	2832	馱	馱	唐佐	箇
2695	2840	課	課髁敤	苦臥	箇
2696	2853	䇔	䇔䌴㱻𡰠	郎過	箇
2697	2854	桗	𣑫㛊	丁過	箇
2698	2856	䐝	䐝	先臥	箇
2699	2857	侉	侉	烏佐	箇
2700	2836	拖	拖	吐邏	箇
2701	2834	些	些	蘇箇	箇
2702	2847	坐	坐座	在臥	箇
2703	2855	磋	磋	七箇	箇
2704	2835	㰤	㰤	呼箇	箇
2705	2859	禡	禡榪鬕㾺䣕罵䧞	莫駕	禡
2706	2860	駕	駕稼嫁瘕架𢱈價假𦙺幏	古訝	禡
2707	2861	亞	亞俹㰳婭𣇩襾	烏訝	禡
2708	2862	嚇	嚇𦉑唬𧪹㙤煆	呼訝	禡
2709	2863	迓	迓訝犽	吾駕	禡
2710	2864	詫	詫	丑亞	禡
2711	2865	吒	吒奼灹䒲	陟訝	禡
2712	2866	詐	詐𥰾	側訝	禡
2713	2867	乍	乍䄍詐夎溠	鋤駕	禡
2714	2868	謝	謝榭㴬	似夜	禡
2715	2869	髂	髂疴㰤	口訝	禡
2716	2870	睱	睱夏下	胡訝	禡
2717	2871	褯	褯藉䤳	慈夜	禡
2718	2872	夜	夜射鵺	以謝	禡
2719	2873	䞣	䞣	充夜	禡
2720	2874	蝑	蝑卸䉣	司夜	禡
2721	2875	柘	柘鷓䗪炙蔗嗻	之夜	禡
2722	2876	唶	唶借	子夜	禡
2723	2877	舍	舍騇赦涻	始夜	禡
2724	2878	射	射麝	神夜	禡
2725	2879	霸	霸灞靶弝	博駕	禡
2726	2880	帊	靶怕	芳霸	禡
2727	2881	摦	摦㕦樺華檴	胡化	禡
2728	2882	化	化𩲏𠤎諣	霍霸	禡
2729	2883	跨	跨	苦化	禡
2730	2884	誜	誜	所化	禡
2731	2885	𤝡	𤝡鮊杷	白駕	禡
2732	2886	䏧	䏧挐	乃亞	禡
2733	2887	笡	笡	淺謝	禡
2734	2888	沙	沙廈	色亞	禡
2735	2889	坬	坬𧬮	古罵	禡
2736	2892	窳	窳	烏坬	禡
2737	2890	塗	塗䖳䅊	徒嫁	禡
2738	2891	瓦	瓦	五化	禡
2739	3104	勘	勘䘓𪉦埳	苦紺	勘
2740	3105	紺	紺淦𧆐	古暗	勘
2741	3106	憾	憾琀浛唅䐄	下紺	勘
2742	3107	暗	暗闇醃	烏紺	勘
2743	3108	僋	僋撢㐁傝䐺憛誩	他紺	勘
2744	3109	俕	俕	蘇紺	勘
2745	3112	儑	儑	五紺	勘
2746	3110	謲	謲參㽩	七紺	勘
2747	3111	醰	醰贉䘓瞫	徒紺	勘
2748	3113	馾	馾	丁紺	勘
2749	3117	撍	撍	祖紺	勘
2750	3115	僋	僋	郎紺	勘
2751	3116	䫲	䫲	呼紺	勘
2752	3114	妠	妠	奴紺	勘
2753	3118	闞	闞瞰𪊇喊	苦濫	闞
2754	3119	濫	濫㔋𨣨纜爁㜮嚂灆	盧瞰	闞
2755	3120	睒	睒𪊇䀡澉	吐濫	闞
2756	3121	𪉦	𪉦鹹	公蹔	闞
2757	3122	𧵊	𧵊䖔	呼濫	闞
2758	3123	憨	憨㺖譀覽䗣	下瞰	闞
2759	3124	憺	憺澹腅淡	徒濫	闞
2760	3125	暫	暫鏨	慙濫	闞
2761	3126	擔	擔甔	都濫	闞
2762	2893	漾	漾恙羕颺煬㨾眻諹䭐養	餘亮	漾
2763	2894	亮	亮諒掠悢緉㹁兩𩗬哴	力讓	漾
2764	2895	狀	狀	鋤亮	漾
2765	2896	讓	讓攘懹欀	如狀	漾
2766	2897	餉	餉傷向慯	式亮	漾
2767	2898	帳	帳脹涱	陟亮	漾
2768	2899	悵	悵暢鬯韔𦿄脹𥠴	丑亮	漾
2769	2900	向	向珦𧬰曏嚮䦳	許亮	漾
2770	2901	仗	仗長瓺畼䩨	直亮	漾
2771	2902	釀	釀䖆	女亮	漾
2772	2903	匠	匠𪀘䞪	疾亮	漾
2773	2904	障	障嶂墇瘴	之亮	漾
2774	2905	尚	尚上償	常亮	漾
2775	2906	壯	壯裝𣴣	側亮	漾
2776	2907	怏	怏䬬詇㿮	於亮	漾
2777	2908	弶	弶	其亮	漾
2778	2909	唱	唱	昌亮	漾
2779	2910	創	創愴凔	初亮	漾
2780	2911	醬	醬將	即亮	漾
2781	2912	𨋕	𨋕仰	語向	漾
2782	2913	訪	訪妨	敷亮	漾
2783	2914	妄	妄望忘𧫢汒	武放	漾
2784	2915	況	況𣍦貺	許妨	漾
2785	2916	誑	誑俇	九忘	漾
2786	2917	迋	迋旺王㤮	于放	漾
2787	2918	放	放舫趽鴋	府妄	漾
2788	2919	相	相	息亮	漾
2789	2924	防	防	扶浪	漾
2790	2920	殭	疆	居亮	漾
2791	2921	唴	唴䁁羻	丘亮	漾
2792	2922	蹡	蹡	七亮	漾
2793	2923	狂	狂	渠放	漾
2794	2925	宕	宕踼碭逿𦿆	杜浪	宕
2795	2926	浪	浪閬埌䕞蒗	郎宕	宕
2796	2927	吭	吭行	下浪	宕
2797	2928	盎	盎醠	阿浪	宕
2798	2929	枊	枊	五浪	宕
2799	2930	葬	葬	則盎	宕
2800	2931	傍	傍徬	蒲浪	宕
2801	2932	藏	藏裝	徂浪	宕
2802	2933	讜	讜儅瓽艡党	丁浪	宕
2803	2934	抗	抗閌炕犺伉𪎵阬頏亢	苦浪	宕
2804	2935	謗	謗螃	補曠	宕
2805	2936	儻	儻揚	他浪	宕
2806	2937	曠	曠壙纊矌爌	苦浪	宕
2807	2938	儾	儾	奴浪	宕
2808	2940	潢	潢攩	胡浪	宕
2809	2939	喪	𠸶	蘇浪	宕
2810	2943	荒	荒	呼浪	宕
2811	2944	漭	漭吂	無浪	宕
2812	2945	汪	汪	烏光	宕
2813	2947	敬	敬竟鏡	居孟	敬
2814	2946	映	映賏	於敬	敬
2815	2948	競	競儆誩倞	渠敬	敬
2816	2967	䛭	䛭	許孟	敬
2818	2949	慶	慶	綺映	敬
2819	2950	更	更	古孟	敬
2820	2951	命	命	眉映	敬
2821	2952	病	病評𡊞枰	皮敬	敬
2822	2953	孟	孟朚	莫鞕	敬
2823	2954	蝗	蝗横㶇	胡孟	敬
2824	2955	柄	柄寎怲鈵邴	彼病	敬
2825	2956	詠	詠泳禜䁝	爲柄	敬
2826	2957	行	行絎	胡孟	敬
2827	2959	㵾	㵾	楚敬	敬
2828	2960	倀	倀偵趟	猪孟	敬
2829	2962	榜	榜𧼲	補孟	敬
2830	2966	膨	膨	蒱孟	敬
2831	2964	生	生貹鼪	所更	敬
2832	2965	迎	迎	魚更	敬
2833	2963	鋥	鋥	宅鞕	敬
2834	2969	諍	諍	側迸	諍
2835	2970	迸	迸	北諍	諍
2836	2971	𠊧	𠊧	蒲迸	諍
2837	2972	嫈	嫈	一諍	諍
2839	2974	轟	轟輷	呼迸	諍
2840	2975	勁	勁葝	居盛	勁
2841	2977	政	政正証鴊	之盛	勁
2842	2978	聖	聖	識正	勁
2843	2979	鄭	鄭㽀	直政	勁
2844	2980	遉	遉	丑鄭	勁
2845	2981	性	性姓	息正	勁
2846	2982	令	令詅	力正	勁
2847	2983	聘	聘娉	匹政	勁
2848	2984	夐	夐詗醟	虛政	勁
2849	2985	摒	摒併	卑政	勁
2850	2986	偋	偋	防政	勁
2851	2976	倩	倩凊	七政	勁
2852	2987	淨	淨穽䝼靚婧𩓞	疾政	勁
2853	2988	盛	盛墭㼩	承政	勁
2854	2989	詺	詺	武聘	勁
2855	2992	精	精	子性	勁
2856	2993	徑	徑經𩰹涇挳	古定	徑
2857	2994	寗	寗佞濘	乃定	徑
2858	2995	腥	腥醒	息定	徑
2859	2996	脛	脛	戶定	徑
2860	2997	定	定廷	特徑	徑
2861	2998	矴	矴釘飣顁錠奠	丁定	徑
2862	2999	磬	磬罄鑋	苦定	徑
2863	3000	聽	聽汀侹	他定	徑
2864	3001	靘	靘掅	千定	徑
2865	3002	䒌	䒌暝	莫定	徑
2866	3003	鎣	鎣瀅	烏定	徑
2868	3004	零	零	力徑	徑
2869	3033	宥	宥又佑右䀁祐酭𤴨囿侑姷忧䞥𦳩	尤救	宥
2870	3034	救	救灸疚𨗋究𠣿𢋁	久祐	宥
2871	3035	胄	胄冑宙酎繇籀伷䛆𥛅疛駎𩊄懤	直祐	宥
2872	3036	晝	晝噣	陟救	宥
2873	3037	狩	狩獸收首	舒救	宥
2874	3038	臭	臭	尺救	宥
2875	3039	岫	岫袖牰	似祐	宥
2876	3040	齅	齅嘼	許救	宥
2877	3041	呪	呪祝椆	職救	宥
2878	3042	舊	舊柩	巨救	宥
2879	3043	瘦	瘦漱鏉	所救	宥
2880	3044	皺	皺㾭甃縐	側救	宥
2881	3045	副	副𩯅覆㤱	敷救	宥
2882	3046	簉	簉䔏	初救	宥
2883	3047	富	富輻鍑䔰	府副	宥
2884	3048	畜	畜俞	丑救	宥
2885	3049	溜	溜廖霤嬼鷚餾戮㙀僇㽌𥥹翏	力救	宥
2886	3050	秀	秀繡蜏琇宿	息救	宥
2887	3052	驟	驟	鋤祐	宥
2888	3051	僦	僦䅢	即救	宥
2889	3053	就	就鷲	疾僦	宥
2890	3054	糅	糅𩚖腬	女究	宥
2891	3055	復	復𤸑椱𨺅𡕴	扶富	宥
2892	3056	狖	狖鼬槱柚輶牰貁蜼蜏	余救	宥
2893	3057	授	授㖟𨾜詶壽	承秀	宥
2894	3058	輮	輮蹂煣鞣	人又	宥
2895	3060	𪖐	𪖐	牛救	宥
2896	3063	候	𠋫鮜鄇逅訽睺䞧鍭鱟𥀃睺缿	胡遘	候
2897	3064	寇	寇滱怐𡠆𪅏	苦候	候
2898	3065	茂	茂貿戊鄮瞀愗袤楙娒懋苺䓮𦼪𠔼	莫候	候
2899	3066	仆	仆㰴	匹豆	候
2900	3067	豆	豆竇逗酘荳梪脰郖餖浢毭𩊪	徒候	候
2901	3068	闘	闘䛠噣㛒斣襡	丁豆	候
2902	3069	耨	耨譳擩槈	奴豆	候
2903	3070	瘶	瘶漱𠲿鏉嗾	蘇豆	候
2904	3071	奏	奏	則候	候
2905	3072	透	透㰯𧺢咅	他候	候
2906	3073	漚	漚𣓕䙔	於候	候
2907	3074	遘	遘搆媾覯購䝭彀姤雊𤚼㝤䃓句冓	古候	候
2908	3075	輳	輳湊嗾腠𪉮蔟楱	倉候	候
2909	3076	𨹟	陋漏鏤瘻蔄𦸢𨫒𧷡	盧候	候
2910	3077	蔻	蔻豞䪷詬怐㖃吼	呼候	候
2911	3078	䏽	䏽𩌏	蒲候	候
2912	3079	偶	偶	五遘	候
2913	3080	𠟕	𠟕	昨候	候
2914	3081	幼	幼	伊謬	幼
2915	3082	謬	謬繆	靡幼	幼
2916	3083	䠗	䠗	丘幼	幼
2917	3084	𧾻	𧾻	渠幼	幼
2918	3085	沁	沁吣	七鴆	沁
2919	3086	祲	祲浸	作鴆	沁
2920	3087	妊	妊紝鵀任	汝鴆	沁
2921	3088	鴆	鴆沉	直妊	沁
2922	3089	枕	枕針	職鴆	沁
2923	3090	𦧈	𦧈𦨽紟噤	巨禁	沁
2924	3091	禁	禁㩒	居蔭	沁
2925	3092	賃	賃	乃禁	沁
2926	3093	蔭	䕃窨喑	於禁	沁
2927	3094	滲	滲罧	所禁	沁
2928	3095	闖	闖𥉎	丑禁	沁
2929	3096	譖	譖	側禁	沁
2930	3097	讖	讖	楚譖	沁
2931	3099	揕	椹㓄	陟鴆	沁
2932	3098	吟	吟	宜禁	沁
2933	3100	臨	臨	力浸	沁
2934	3128	豔	𧰟𤓁焱炎掞	以贍	豔
2935	3129	贍	贍	市豔	豔
2936	3130	染	染	而贍	豔
2937	3131	厭	厭揜饜	於豔	豔
2938	3132	窆	窆砭	方驗	豔
2939	3133	驗	驗噞	語窆	豔
2940	3134	閃	閃煔	式贍	豔
2941	3135	𡄑	𡄑	子豔	豔
2942	3136	壍	壍槧	七贍	豔
2943	3137	殮	殮斂澰𩅼獫𧸘	力驗	豔
2944	3142	占	占	支豔	豔
2945	3139	䪜	䪜	充豔	豔
2946	3138	覘	覘䀡	丑厭	豔
2947	3140	𢜰	𢜰	於驗	豔
2948	3143	㮇	掭舚忝煔𨸱	他念	㮇
2949	3144	念	𫝹	奴店	㮇
2950	3145	店	店坫沾痁墊䀡唸𪧢玷𩅀埝	都念	㮇
2951	3146	䃱	䃸	先念	㮇
2952	3147	磹	磹	徒念	㮇
2953	3148	趝	趝	紀念	㮇
2954	3149	𨡣	𨡣	於念	㮇
2955	3150	僭	僭	子念	㮇
2956	3151	𥋋	𥋋	漸念	㮇
2957	3152	兼	兼𩹴	古念	㮇
2958	3153	傔	傔	苦僭	㮇
2959	3154	稴	稴	力店	㮇
2960	3005	證	證蒸	諸譍	證
2961	3006	孕	孕䵴賸媵鱦	以證	證
2962	3007	乘	乘鱦媵	實證	證
2963	3008	認	認扔芿	而證	證
2964	3009	譍	譍應	於證	證
2965	3010	甑	甑䙢𩜁	子孕	證
2966	3011	興	興臖嬹	許應	證
2967	3012	勝	勝蕂𣚗䒅	詩證	證
2968	3013	眙	眙	丈證	證
2969	3014	𩜁	𩜁	里甑	證
2970	3019	覴	覴	丑證	證
2971	3018	烝	烝	時證	證
2972	3015	凴	凴	皮孕	證
2973	3016	稱	稱	尺證	證
2974	3021	嶝	嶝鐙隥磴	都鄧	嶝
2975	3022	贈	贈	昨亙	嶝
2976	3023	亙	亘𡍷搄䱎暅	古嶝	嶝
2977	3024	蹭	蹭	七贈	嶝
2978	3025	鄧	鄧蹬𣩟𦩫	徒亙	嶝
2979	3026	懵	懵䲛𥊄𨮒	武亙	嶝
2980	3029	倰	僜㱥	魯鄧	嶝
2981	3027	𥦜	𥦜	方鄧	嶝
2982	3030	增	增	子蹭	嶝
2983	3031	𡬙	𡬙	思贈	嶝
2984	3028	倗	倗	父鄧	嶝
2985	3159	陷	陷䱤臽	戶韽	陷
2986	3160	韽	韽𤟟淊	於陷	陷
2987	3161	蘸	蘸	責陷	陷
2988	3162	𪉜	𪉜	都陷	陷
2989	3163	歉	㪠	口陷	陷
2990	3164	𧸖	𧸖	佇陷	陷
2991	3165	讒	讒儳𨼮	士陷	陷
2993	3166	𪉦	𪉦	公陷	陷
2994	3167	諵	諵	儜𧸖	陷
2995	3169	鑑	鑑監	格懺	鑑
2996	3170	懺	懺儳摲𤮭	楚鑑	鑑
2997	3171	覱	覱	子鑑	鑑
2998	3173	㒈	㒈	許鑑	鑑
2999	3172	釤	釤	所鑑	鑑
3000	3174	埿	埿	蒲鑑	鑑
3001	3175	㽉	㽉	胡懺	鑑
3002	3176	鑱	鑱	士懺	鑑
3003	3155	嚴	嚴	魚淹	嚴
3004	3178	梵	梵帆	扶泛	梵
3005	3179	泛	泛𠆩䀀汎	敷梵	梵
3006	3180	劒	劒	舉欠	梵
3007	3181	欠	欠	去劒	梵
3008	3182	俺	俺㛪䛳㤿裺	於劒	梵
3009	3158	𦲯	𦲯	妄泛	梵
3010	3183	屋	屋	烏谷	屋
3011	3184	獨	獨黷讟髑殰讀櫝牘韥瓄瀆韇嬻匵犢𪇆䢱䮷皾𤟩罜	徒谷	屋
3012	3185	穀	穀轂榖濲谷㲄䐨䜼𣨍𤞞	古鹿	屋
3013	3186	縠	縠斛槲𧎅𧂔觷觳礐	胡谷	屋
3014	3187	哭	哭㲉䍍䵈䧊𪍠	空谷	屋
3015	3188	秃	禿䛢𢬳鵚	他谷	屋
3016	3190	速	速蔌餗𧐒樕𣚯欶藗殐棴𪋝	送谷	屋
3017	3189	豰	豰𧞐𣪣	丁木	屋
3018	3191	祿	禄鹿漉鱳睩䚄龣𨏔㼾𦪇琭簏螰䍡麓碌盝騼录娽䎼逯濼鏕磟	盧谷	屋
3019	3192	嗀	嗀豰熇𦞦嚛榖	呼木	屋
3020	3193	族	族銼	昨木	屋
3021	3195	鏃	鏃	作木	屋
3022	3194	瘯	瘯䃚蔟	千木	屋
3023	3196	曝	曝瀑䗱㲫𡰿穙	蒲木	屋
3024	3197	扑	扑醭𥣜骲𪔿墣	普木	屋
3025	3198	卜	卜䧤轐濮𡡐撲蹼襆𪖈	博木	屋
3026	3199	木	木沐朷鶩霂毣蓩艒鞪蚞	莫卜	屋
3027	3200	福	福腷複幅輻復葍蝠𥵩䈏菐鶝	方六	屋
3028	3201	伏	伏復虙服茯馥𩋟鵩鞴蕧輹𨌥𡕨鰒𥪋箙菔𩊙畐	房六	屋
3029	3202	縮	縮𩘹𧼭樎㩋謖䎘摵謏	所六	屋
3030	3203	六	六陸戮勠稑鵱蓼𩣱鯥𦸐磟坴淕𡴆䡜𧌉	力竹	屋
3031	3204	逐	逐軸碡妯舳鱁𧏿	直六	屋
3032	3205	菊	菊鞠掬匊鞫㹼𨸰鵴𧃓椈䳔䱡諊㽤𦥑𩛺蘜㘲趜	居六	屋
3033	3206	麹	麹𠣮	驅竹	屋
3034	3207	孰	孰熟淑塾璹	殊六	屋
3035	3208	俶	俶柷琡埱𣥹	昌六	屋
3036	3209	育	育毓鬻䋭淯𧷗棛錥煜昱矐逳蒮𦱀𢌻	與逐	屋
3037	3210	𩣽	𩣽趜䱡䗇鵴鞠䜯𠣮毱	渠六	屋
3038	3211	鼀	鼀蹴殧	取育	屋
3039	3213	粥	粥喌祝	之竹	屋
3040	3212	肉	肉衂鮞	如竹	屋
3041	3214	叔	叔儵倏菽透虪掓鮛	式竹	屋
3042	3215	蓄	蓄畜㜅鄐荲慉𥈆	許六	屋
3043	3216	竹	竹築筑竺茿踀	陟六	屋
3044	3218	珿	珿矗𪘏	初六	屋
3045	3217	蹙	蹙踧㗤噈摵𦟠𣢰𥷼槭䙘縬𧑙𠴫	子六	屋
3046	3219	朒	朒恧忸䂇䖡	女六	屋
3047	3221	蝮	蝮䔰覆㙏	芳伏	屋
3048	3222	郁	郁戫燠栯噢墺䐿薁澳䉛㖪鏕稢𣢜𪑝	於六	屋
3049	3223	肅	肅宿蓿夙击鷫驌蟰鱐䎘㩋䑿䃤	息逐	屋
3050	3224	目	目睦穆苜牧㙁㣎	莫六	屋
3051	3225	囿	囿哊	于目	屋
3052	3226	稸	稸蓫苖敊	丑六	屋
3053	3229	沃	沃鋈𩼹䑁	烏酷	沃
3054	3230	毒	毒𦺇蝳𣫹碡	徒沃	沃
3055	3231	篤	篤督𧝴錖	冬毒	沃
3056	3232	酷	酷焅𥞴嚳𡷥	苦沃	沃
3057	3233	鵠	鵠䳆寉𤌍	胡沃	沃
3058	3234	僕	僕鏷䗱	蒲沃	沃
3059	3235	洬	洬裻	先篤	沃
3060	3236	梏	梏牿䧼䅵告	古篤	沃
3061	3237	瑁	瑁𣔺媢	莫沃	沃
3062	3238	熇	熇𦞦嚛	火酷	沃
3063	3239	褥	褥	奴沃	沃
3064	3240	傶	傶𣪻	將毒	沃
3065	3244	燭	燭屬矚𦆂噣鸀䟉蠾蠋韣㰲	之欲	燭
3066	3245	玉	玉獄鳿	語欲	燭
3067	3246	旭	旭頊勗	許玉	燭
3068	3247	輂	輂絭鋦挶𦥑拲䡞㮂䋰𦅽	居玉	燭
3069	3248	局	局跼䎤	渠玉	燭
3070	3249	蜀	蜀韣蠾㒔襡㯮屬	市玉	燭
3071	3250	觸	觸歜臅	尺玉	燭
3072	3251	辱	辱蓐褥鄏縟溽嗕鬻㦺𪑾	而蜀	燭
3073	3252	束	束㑛	書蜀	燭
3074	3253	欲	欲浴鵒鋊輍𤞞	余蜀	燭
3075	3254	躅	躅	直錄	燭
